# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
2 0 5 1b50c0
5 0 5 1b50c0
0 1 5 497cca
2 1 5 1b50c0
4 1 5 1b50c0
5 1 5 497cca
6 1 5 1b50c0
0 2 5 1b50c0
1 2 5 a6b7dc
2 2 5 497cca
4 2 5 1b50c0
5 2 5 1b50c0
6 2 5 1b50c0
7 2 5 497cca
0 3 5 1b50c0
1 3 5 1b50c0
2 3 5 1b50c0
3 3 5 21438e
4 3 5 ffffff
5 3 5 497cca
6 3 5 1b50c0
7 3 5 21438e
0 4 5 1b50c0
1 4 5 497cca
2 4 5 ffffff
3 4 5 497cca
4 4 5 ffffff
5 4 5 1b50c0
6 4 5 ffffff
7 4 5 1b50c0
0 5 5 497cca
1 5 5 497cca
2 5 5 1b50c0
3 5 5 1b50c0
4 5 5 a6b7dc
5 5 5 21438e
6 5 5 1b50c0
7 5 5 1b50c0
0 6 5 a6b7dc
2 6 5 497cca
4 6 5 497cca
5 6 5 1b50c0
6 6 5 497cca
2 7 5 1b50c0
5 7 5 1b50c0
6 7 5 21438e
4 2 6 497cca
6 2 6 a6b7dc
0 3 6 1b50c0
4 3 6 1b50c0
6 3 6 1b50c0
0 4 6 21438e
2 4 6 1b50c0
4 4 6 1b50c0
6 4 6 497cca
0 5 6 1b50c0
2 5 6 1b50c0
6 5 6 1b50c0
