# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
5 11 5 b6cbe9
6 11 5 91b7fb
3 4 6 cbdaea
4 4 6 c0daf3
5 4 6 c0daf3
6 4 6 b6cbe9
3 5 6 cbdaea
4 5 6 ffffff
5 5 6 ffffff
6 5 6 c0daf3
3 6 6 c0daf3
4 6 6 ffffff
5 6 6 ffffff
6 6 6 c0daf3
3 7 6 c0daf3
4 7 6 ffffff
5 7 6 ffffff
6 7 6 b6cbe9
3 8 6 c0daf3
4 8 6 ffffff
5 8 6 ffffff
6 8 6 b6cbe9
3 9 6 c0daf3
4 9 6 ffffff
5 9 6 ffffff
6 9 6 cbdaea
3 10 6 cbdaea
4 10 6 ffffff
5 10 6 ffffff
6 10 6 c0daf3
3 11 6 cbdaea
4 11 6 c0daf3
5 11 6 c0daf3
6 11 6 b6cbe9
3 4 7 c0daf3
4 4 7 c0daf3
5 4 7 c0daf3
6 4 7 cbdaea
3 5 7 c0daf3
4 5 7 ffffff
5 5 7 ffffff
6 5 7 c0daf3
3 6 7 c0daf3
4 6 7 ffffff
5 6 7 ffffff
6 6 7 cbdaea
3 7 7 cbdaea
4 7 7 ffffff
5 7 7 ffffff
6 7 7 c0daf3
3 8 7 c0daf3
4 8 7 ffffff
5 8 7 ffffff
6 8 7 cbdaea
3 9 7 c0daf3
4 9 7 ffffff
5 9 7 ffffff
6 9 7 c0daf3
3 10 7 c0daf3
4 10 7 ffffff
5 10 7 ffffff
6 10 7 cbdaea
3 11 7 c0daf3
4 11 7 cbdaea
5 11 7 c0daf3
6 11 7 c0daf3
3 4 8 c0daf3
4 4 8 cbdaea
5 4 8 c0daf3
6 4 8 c0daf3
3 5 8 cbdaea
4 5 8 ffffff
5 5 8 ffffff
6 5 8 c0daf3
3 6 8 c0daf3
4 6 8 ffffff
5 6 8 ffffff
6 6 8 cbdaea
3 7 8 c0daf3
4 7 8 ffffff
5 7 8 ffffff
6 7 8 c0daf3
3 8 8 c0daf3
4 8 8 ffffff
5 8 8 ffffff
6 8 8 c0daf3
3 9 8 cbdaea
4 9 8 ffffff
5 9 8 ffffff
6 9 8 c0daf3
3 10 8 c0daf3
4 10 8 ffffff
5 10 8 ffffff
6 10 8 c0daf3
3 11 8 cbdaea
4 11 8 c0daf3
5 11 8 c0daf3
6 11 8 cbdaea
3 4 9 b6cbe9
4 4 9 c0daf3
5 4 9 cbdaea
6 4 9 b6cbe9
3 5 9 c0daf3
4 5 9 ffffff
5 5 9 ffffff
6 5 9 cbdaea
3 6 9 cbdaea
4 6 9 ffffff
5 6 9 ffffff
6 6 9 c0daf3
3 7 9 b6cbe9
4 7 9 ffffff
5 7 9 ffffff
6 7 9 b6cbe9
3 8 9 b6cbe9
4 8 9 ffffff
5 8 9 ffffff
6 8 9 b6cbe9
3 9 9 c0daf3
4 9 9 ffffff
5 9 9 ffffff
6 9 9 cbdaea
3 10 9 c0daf3
4 10 9 ffffff
5 10 9 ffffff
6 10 9 c0daf3
3 11 9 b6cbe9
4 11 9 c0daf3
5 11 9 b6cbe9
6 11 9 b6cbe9
3 4 10 91b7fb
4 4 10 b6cbe9
5 4 10 b6cbe9
6 4 10 7da9f9
3 5 10 b6cbe9
4 5 10 ffffff
5 5 10 ffffff
6 5 10 b6cbe9
3 6 10 b6cbe9
4 6 10 ffffff
5 6 10 ffffff
6 6 10 b6cbe9
3 7 10 91b7fb
4 7 10 ffffff
5 7 10 ffffff
6 7 10 91b7fb
3 8 10 7da9f9
4 8 10 ffffff
5 8 10 ffffff
6 8 10 91b7fb
3 9 10 b6cbe9
4 9 10 ffffff
5 9 10 ffffff
6 9 10 b6cbe9
3 10 10 b6cbe9
4 10 10 ffffff
5 10 10 ffffff
6 10 10 b6cbe9
3 11 10 91b7fb
4 11 10 b6cbe9
5 11 10 b6cbe9
6 11 10 7da9f9
3 4 11 7da9f9
4 4 11 7da9f9
5 4 11 91b7fb
6 4 11 91b7fb
3 5 11 7da9f9
4 5 11 ffffff
5 5 11 ffffff
6 5 11 91b7fb
3 6 11 7da9f9
4 6 11 ffffff
5 6 11 ffffff
6 6 11 7da9f9
3 7 11 91b7fb
4 7 11 ffffff
5 7 11 ffffff
6 7 11 91b7fb
3 8 11 91b7fb
4 8 11 ffffff
5 8 11 ffffff
6 8 11 7da9f9
3 9 11 7da9f9
4 9 11 ffffff
5 9 11 ffffff
6 9 11 7da9f9
3 10 11 91b7fb
4 10 11 ffffff
5 10 11 ffffff
6 10 11 91b7fb
3 11 11 7da9f9
4 11 11 91b7fb
5 11 11 7da9f9
6 11 11 91b7fb
3 0 12 f1ce8f
4 0 12 fbd591
5 0 12 f1ce8f
6 0 12 fbd591
3 1 12 f1ce8f
4 1 12 f1ce8f
5 1 12 fbd591
6 1 12 fbd591
3 2 12 fbd591
4 2 12 f1ce8f
5 2 12 fbd591
6 2 12 f1ce8f
3 3 12 fbd591
4 3 12 f1ce8f
5 3 12 fbd591
6 3 12 f1ce8f
3 4 12 fff6f5
4 4 12 ffffff
5 4 12 ffffff
6 4 12 ffffff
3 5 12 ffffff
4 5 12 ffffff
5 5 12 ffffff
6 5 12 ffffff
3 6 12 ffffff
4 6 12 ffffff
5 6 12 ffffff
6 6 12 fff6f5
3 7 12 ffffff
4 7 12 ffffff
5 7 12 ffffff
6 7 12 ffffff
3 8 12 fff6f5
4 8 12 ffffff
5 8 12 ffffff
6 8 12 ffffff
3 9 12 ffffff
4 9 12 ffffff
5 9 12 ffffff
6 9 12 ffffff
3 10 12 ffffff
4 10 12 ffffff
5 10 12 ffffff
6 10 12 fff6f5
3 11 12 ffffff
4 11 12 ffffff
5 11 12 ffffff
6 11 12 ffffff
3 12 12 fbd591
4 12 12 fbd591
5 12 12 fbd591
6 12 12 fbd591
3 13 12 fbd591
4 13 12 fbd591
5 13 12 fbd591
6 13 12 f1ce8f
3 14 12 f1ce8f
4 14 12 fbd591
5 14 12 fbd591
6 14 12 fbd591
3 15 12 fbd591
4 15 12 f1ce8f
5 15 12 fbd591
6 15 12 fbd591
3 0 13 f1ce8f
4 0 13 fbd591
5 0 13 fbd591
6 0 13 f1ce8f
3 1 13 fbd591
4 1 13 ffffff
5 1 13 ffffff
6 1 13 f1ce8f
3 2 13 f1ce8f
4 2 13 ffffff
5 2 13 ffffff
6 2 13 fbd591
3 3 13 fbd591
4 3 13 ffffff
5 3 13 ffffff
6 3 13 fbd591
3 4 13 ffffff
4 4 13 ffffff
5 4 13 ffffff
6 4 13 525252
3 5 13 ffffff
4 5 13 ffffff
5 5 13 ffffff
6 5 13 525252
3 6 13 fff6f5
4 6 13 ffffff
5 6 13 ffffff
6 6 13 525252
3 7 13 fff6f5
4 7 13 ffffff
5 7 13 ffffff
6 7 13 525252
3 8 13 ffffff
4 8 13 ffffff
5 8 13 ffffff
6 8 13 525252
3 9 13 ffffff
4 9 13 ffffff
5 9 13 ffffff
6 9 13 525252
3 10 13 fff6f5
4 10 13 ffffff
5 10 13 ffffff
6 10 13 525252
3 11 13 ffffff
4 11 13 ffffff
5 11 13 ffffff
6 11 13 525252
3 12 13 f1ce8f
4 12 13 ffffff
5 12 13 ffffff
6 12 13 fbd591
3 13 13 fbd591
4 13 13 ffffff
5 13 13 ffffff
6 13 13 fbd591
3 14 13 f1ce8f
4 14 13 ffffff
5 14 13 ffffff
6 14 13 f1ce8f
3 15 13 f1ce8f
4 15 13 fbd591
5 15 13 f1ce8f
6 15 13 fbd591
3 0 14 fbd591
4 0 14 f1ce8f
5 0 14 fbd591
6 0 14 fbd591
3 1 14 f1ce8f
4 1 14 ffffff
5 1 14 ffffff
6 1 14 f1ce8f
3 2 14 fbd591
4 2 14 ffffff
5 2 14 ffffff
6 2 14 f1ce8f
3 3 14 f1ce8f
4 3 14 ffffff
5 3 14 ffffff
6 3 14 fbd591
3 4 14 ffffff
4 4 14 ffffff
5 4 14 ffffff
6 4 14 525252
3 5 14 ffffff
4 5 14 ffffff
5 5 14 ffffff
6 5 14 525252
3 6 14 ffffff
4 6 14 ffffff
5 6 14 ffffff
6 6 14 000000
3 7 14 ffffff
4 7 14 ffffff
5 7 14 ffffff
6 7 14 000000
3 8 14 ffffff
4 8 14 ffffff
5 8 14 ffffff
6 8 14 000000
3 9 14 fff6f5
4 9 14 ffffff
5 9 14 ffffff
6 9 14 000000
3 10 14 ffffff
4 10 14 ffffff
5 10 14 ffffff
6 10 14 525252
3 11 14 fff6f5
4 11 14 ffffff
5 11 14 ffffff
6 11 14 525252
3 12 14 fbd591
4 12 14 ffffff
5 12 14 ffffff
6 12 14 fbd591
3 13 14 fbd591
4 13 14 ffffff
5 13 14 ffffff
6 13 14 fbd591
3 14 14 fbd591
4 14 14 ffffff
5 14 14 ffffff
6 14 14 fbd591
3 15 14 f1ce8f
4 15 14 fbd591
5 15 14 fbd591
6 15 14 f1ce8f
3 0 15 fbd591
4 0 15 fbd591
5 0 15 f1ce8f
6 0 15 fbd591
3 1 15 f1ce8f
4 1 15 ffffff
5 1 15 ffffff
6 1 15 fbd591
3 2 15 fbd591
4 2 15 ffffff
5 2 15 ffffff
6 2 15 fbd591
3 3 15 fbd591
4 3 15 ffffff
5 3 15 ffffff
6 3 15 f1ce8f
3 4 15 fff6f5
4 4 15 ffffff
5 4 15 ffffff
6 4 15 525252
3 5 15 fff6f5
4 5 15 ffffff
5 5 15 ffffff
6 5 15 525252
3 6 15 ffffff
4 6 15 ffffff
5 6 15 ffffff
6 6 15 797979
3 7 15 fff6f5
4 7 15 ffffff
5 7 15 ffffff
6 7 15 000000
3 8 15 fff6f5
4 8 15 ffffff
5 8 15 ffffff
6 8 15 000000
3 9 15 ffffff
4 9 15 ffffff
5 9 15 ffffff
6 9 15 797979
3 10 15 ffffff
4 10 15 ffffff
5 10 15 ffffff
6 10 15 525252
3 11 15 ffffff
4 11 15 ffffff
5 11 15 ffffff
6 11 15 525252
3 12 15 fbd591
4 12 15 ffffff
5 12 15 ffffff
6 12 15 fbd591
3 13 15 f1ce8f
4 13 15 ffffff
5 13 15 ffffff
6 13 15 f1ce8f
3 14 15 f1ce8f
4 14 15 ffffff
5 14 15 ffffff
6 14 15 fbd591
3 15 15 fbd591
4 15 15 fbd591
5 15 15 f1ce8f
6 15 15 fbd591
3 0 16 f1ce8f
4 0 16 f1ce8f
5 0 16 fbd591
6 0 16 f1ce8f
3 1 16 fbd591
4 1 16 ffffff
5 1 16 ffffff
6 1 16 fbd591
3 2 16 fbd591
4 2 16 ffffff
5 2 16 ffffff
6 2 16 f1ce8f
3 3 16 f1ce8f
4 3 16 ffffff
5 3 16 ffffff
6 3 16 f1ce8f
3 4 16 ffffff
4 4 16 ffffff
5 4 16 ffffff
6 4 16 525252
3 5 16 ffffff
4 5 16 ffffff
5 5 16 ffffff
6 5 16 525252
3 6 16 ffffff
4 6 16 ffffff
5 6 16 ffffff
6 6 16 525252
3 7 16 ffffff
4 7 16 ffffff
5 7 16 ffffff
6 7 16 525252
3 8 16 ffffff
4 8 16 ffffff
5 8 16 ffffff
6 8 16 525252
3 9 16 fff6f5
4 9 16 ffffff
5 9 16 ffffff
6 9 16 525252
3 10 16 ffffff
4 10 16 ffffff
5 10 16 ffffff
6 10 16 525252
3 11 16 ffffff
4 11 16 ffffff
5 11 16 ffffff
6 11 16 525252
3 12 16 f1ce8f
4 12 16 ffffff
5 12 16 ffffff
6 12 16 fbd591
3 13 16 fbd591
4 13 16 ffffff
5 13 16 ffffff
6 13 16 fbd591
3 14 16 fbd591
4 14 16 ffffff
5 14 16 ffffff
6 14 16 f1ce8f
3 15 16 fbd591
4 15 16 f1ce8f
5 15 16 fbd591
6 15 16 fbd591
3 0 17 fbd591
4 0 17 fbd591
5 0 17 f1ce8f
6 0 17 fbd591
3 1 17 fbd591
4 1 17 ffffff
5 1 17 ffffff
6 1 17 fbd591
3 2 17 f1ce8f
4 2 17 ffffff
5 2 17 ffffff
6 2 17 fbd591
3 3 17 fbd591
4 3 17 ffffff
5 3 17 ffffff
6 3 17 fbd591
3 4 17 ffffff
4 4 17 ffffff
5 4 17 ffffff
6 4 17 525252
3 5 17 fff6f5
4 5 17 ffffff
5 5 17 ffffff
6 5 17 ffffff
3 6 17 ffffff
4 6 17 ffffff
5 6 17 ffffff
6 6 17 000000
3 7 17 fff6f5
4 7 17 ffffff
5 7 17 ffffff
6 7 17 525252
3 8 17 fff6f5
4 8 17 ffffff
5 8 17 ffffff
6 8 17 525252
3 9 17 ffffff
4 9 17 ffffff
5 9 17 ffffff
6 9 17 000000
3 10 17 ffffff
4 10 17 ffffff
5 10 17 ffffff
6 10 17 ffffff
3 11 17 ffffff
4 11 17 ffffff
5 11 17 ffffff
6 11 17 525252
3 12 17 f1ce8f
4 12 17 ffffff
5 12 17 ffffff
6 12 17 f1ce8f
3 13 17 fbd591
4 13 17 ffffff
5 13 17 ffffff
6 13 17 fbd591
3 14 17 f1ce8f
4 14 17 ffffff
5 14 17 ffffff
6 14 17 fbd591
3 15 17 fbd591
4 15 17 f1ce8f
5 15 17 fbd591
6 15 17 f1ce8f
3 0 18 fbd591
4 0 18 f1ce8f
5 0 18 fbd591
6 0 18 fbd591
3 1 18 fbd591
4 1 18 ffffff
5 1 18 ffffff
6 1 18 f1ce8f
3 2 18 fbd591
4 2 18 ffffff
5 2 18 ffffff
6 2 18 f1ce8f
3 3 18 fbd591
4 3 18 ffffff
5 3 18 ffffff
6 3 18 fbd591
3 4 18 ffffff
4 4 18 ffffff
5 4 18 ffffff
6 4 18 525252
3 5 18 ffffff
4 5 18 ffffff
5 5 18 ffffff
6 5 18 525252
3 6 18 ffffff
4 6 18 ffffff
5 6 18 ffffff
6 6 18 ffffff
3 7 18 ffffff
4 7 18 ffffff
5 7 18 ffffff
6 7 18 525252
3 8 18 ffffff
4 8 18 ffffff
5 8 18 ffffff
6 8 18 525252
3 9 18 ffffff
4 9 18 ffffff
5 9 18 ffffff
6 9 18 ffffff
3 10 18 fff6f5
4 10 18 ffffff
5 10 18 ffffff
6 10 18 525252
3 11 18 ffffff
4 11 18 ffffff
5 11 18 ffffff
6 11 18 525252
3 12 18 fbd591
4 12 18 ffffff
5 12 18 ffffff
6 12 18 fbd591
3 13 18 fbd591
4 13 18 ffffff
5 13 18 ffffff
6 13 18 fbd591
3 14 18 fbd591
4 14 18 ffffff
5 14 18 ffffff
6 14 18 f1ce8f
3 15 18 f1ce8f
4 15 18 fbd591
5 15 18 fbd591
6 15 18 fbd591
3 0 19 f1ce8f
4 0 19 fbd591
5 0 19 fbd591
6 0 19 fbd591
3 1 19 fbd591
4 1 19 ffffff
5 1 19 ffffff
6 1 19 fbd591
3 2 19 f1ce8f
4 2 19 ffffff
5 2 19 ffffff
6 2 19 f1ce8f
3 3 19 f1ce8f
4 3 19 ffffff
5 3 19 ffffff
6 3 19 fbd591
3 4 19 ffffff
4 4 19 ffffff
5 4 19 ffffff
6 4 19 525252
3 5 19 ffffff
4 5 19 ffffff
5 5 19 ffffff
6 5 19 525252
3 6 19 fff6f5
4 6 19 ffffff
5 6 19 ffffff
6 6 19 525252
3 7 19 ffffff
4 7 19 ffffff
5 7 19 ffffff
6 7 19 525252
3 8 19 fff6f5
4 8 19 ffffff
5 8 19 ffffff
6 8 19 525252
3 9 19 ffffff
4 9 19 ffffff
5 9 19 ffffff
6 9 19 525252
3 10 19 ffffff
4 10 19 ffffff
5 10 19 ffffff
6 10 19 525252
3 11 19 fff6f5
4 11 19 ffffff
5 11 19 ffffff
6 11 19 525252
3 12 19 f1ce8f
4 12 19 ffffff
5 12 19 ffffff
6 12 19 fbd591
3 13 19 f1ce8f
4 13 19 ffffff
5 13 19 ffffff
6 13 19 f1ce8f
3 14 19 fbd591
4 14 19 ffffff
5 14 19 ffffff
6 14 19 f1ce8f
3 15 19 fbd591
4 15 19 fbd591
5 15 19 f1ce8f
6 15 19 fbd591
3 0 20 fbd591
4 0 20 fbd591
5 0 20 f1ce8f
6 0 20 f1ce8f
3 1 20 f1ce8f
4 1 20 ffffff
5 1 20 ffffff
6 1 20 fbd591
3 2 20 fbd591
4 2 20 ffffff
5 2 20 ffffff
6 2 20 fbd591
3 3 20 fbd591
4 3 20 ffffff
5 3 20 ffffff
6 3 20 f1ce8f
3 4 20 fff6f5
4 4 20 ffffff
5 4 20 ffffff
6 4 20 ffffff
3 5 20 ffffff
4 5 20 ffffff
5 5 20 ffffff
6 5 20 ffffff
3 6 20 fff6f5
4 6 20 ffffff
5 6 20 ffffff
6 6 20 fff6f5
3 7 20 ffffff
4 7 20 ffffff
5 7 20 ffffff
6 7 20 fff6f5
3 8 20 ffffff
4 8 20 ffffff
5 8 20 ffffff
6 8 20 ffffff
3 9 20 fff6f5
4 9 20 ffffff
5 9 20 ffffff
6 9 20 fff6f5
3 10 20 fff6f5
4 10 20 ffffff
5 10 20 ffffff
6 10 20 ffffff
3 11 20 ffffff
4 11 20 ffffff
5 11 20 ffffff
6 11 20 fff6f5
3 12 20 fbd591
4 12 20 ffffff
5 12 20 ffffff
6 12 20 fbd591
3 13 20 fbd591
4 13 20 ffffff
5 13 20 ffffff
6 13 20 fbd591
3 14 20 f1ce8f
4 14 20 ffffff
5 14 20 ffffff
6 14 20 fbd591
3 15 20 fbd591
4 15 20 f1ce8f
5 15 20 fbd591
6 15 20 f1ce8f
3 0 21 ffffff
4 0 21 fff6f5
5 0 21 ffffff
6 0 21 ffffff
3 1 21 ffffff
4 1 21 ffffff
5 1 21 ffffff
6 1 21 ffffff
3 2 21 ffffff
4 2 21 ffffff
5 2 21 ffffff
6 2 21 fff6f5
3 3 21 ffffff
4 3 21 ffffff
5 3 21 ffffff
6 3 21 ffffff
3 4 21 fff6f5
4 4 21 ffffff
5 4 21 ffffff
6 4 21 ffffff
3 5 21 ffffff
4 5 21 ffffff
5 5 21 ffffff
6 5 21 ffffff
3 6 21 ffffff
4 6 21 ffffff
5 6 21 ffffff
6 6 21 fff6f5
3 7 21 fff6f5
4 7 21 ffffff
5 7 21 ffffff
6 7 21 ffffff
3 8 21 ffffff
4 8 21 ffffff
5 8 21 ffffff
6 8 21 ffffff
3 9 21 ffffff
4 9 21 ffffff
5 9 21 ffffff
6 9 21 ffffff
3 10 21 ffffff
4 10 21 ffffff
5 10 21 ffffff
6 10 21 fff6f5
3 11 21 ffffff
4 11 21 ffffff
5 11 21 ffffff
6 11 21 fff6f5
3 12 21 fff6f5
4 12 21 ffffff
5 12 21 ffffff
6 12 21 ffffff
3 13 21 ffffff
4 13 21 ffffff
5 13 21 ffffff
6 13 21 fff6f5
3 14 21 ffffff
4 14 21 ffffff
5 14 21 ffffff
6 14 21 ffffff
3 15 21 fff6f5
4 15 21 ffffff
5 15 21 ffffff
6 15 21 fff6f5
3 0 22 fff6f5
4 0 22 ffffff
5 0 22 ffffff
6 0 22 fff6f5
3 1 22 ffffff
4 1 22 ffffff
5 1 22 ffffff
6 1 22 ffffff
3 2 22 ffffff
4 2 22 ffffff
5 2 22 ffffff
6 2 22 fff6f5
3 3 22 ffffff
4 3 22 ffffff
5 3 22 ffffff
6 3 22 fff6f5
3 4 22 ffffff
4 4 22 ffffff
5 4 22 ffffff
6 4 22 ffffff
3 5 22 ffffff
4 5 22 ffffff
5 5 22 ffffff
6 5 22 fff6f5
3 6 22 fff6f5
4 6 22 ffffff
5 6 22 ffffff
6 6 22 ffffff
3 7 22 ffffff
4 7 22 ffffff
5 7 22 ffffff
6 7 22 f1ce8f
3 8 22 ffffff
4 8 22 ffffff
5 8 22 ffffff
6 8 22 fbd591
3 9 22 ffffff
4 9 22 ffffff
5 9 22 ffffff
6 9 22 ffffff
3 10 22 fff6f5
4 10 22 ffffff
5 10 22 ffffff
6 10 22 ffffff
3 11 22 ffffff
4 11 22 ffffff
5 11 22 ffffff
6 11 22 ffffff
3 12 22 ffffff
4 12 22 ffffff
5 12 22 ffffff
6 12 22 ffffff
3 13 22 ffffff
4 13 22 ffffff
5 13 22 ffffff
6 13 22 fff6f5
3 14 22 ffffff
4 14 22 ffffff
5 14 22 ffffff
6 14 22 fff6f5
3 15 22 ffffff
4 15 22 fff6f5
5 15 22 ffffff
6 15 22 ffffff
3 1 23 fff6f5
4 1 23 fff6f5
5 1 23 ffffff
6 1 23 fff6f5
3 2 23 fff6f5
4 2 23 ffffff
5 2 23 fff6f5
6 2 23 ffffff
3 3 23 ffffff
4 3 23 ffffff
5 3 23 ffffff
6 3 23 ffffff
3 4 23 ffffff
4 4 23 ffffff
5 4 23 ffffff
6 4 23 ffffff
3 5 23 fff6f5
4 5 23 ffffff
5 5 23 ffffff
6 5 23 ffffff
3 6 23 ffffff
4 6 23 ffffff
5 6 23 ffffff
6 6 23 fbd591
3 7 23 fff6f5
4 7 23 ffffff
5 7 23 ffffff
6 7 23 fbd591
3 8 23 ffffff
4 8 23 ffffff
5 8 23 ffffff
6 8 23 f1ce8f
3 9 23 ffffff
4 9 23 ffffff
5 9 23 ffffff
6 9 23 fbd591
3 10 23 ffffff
4 10 23 ffffff
5 10 23 ffffff
6 10 23 ffffff
3 11 23 ffffff
4 11 23 ffffff
5 11 23 ffffff
6 11 23 fff6f5
3 12 23 fff6f5
4 12 23 ffffff
5 12 23 ffffff
6 12 23 ffffff
3 13 23 ffffff
4 13 23 fff6f5
5 13 23 ffffff
6 13 23 fff6f5
3 14 23 ffffff
4 14 23 ffffff
5 14 23 ffffff
6 14 23 ffffff
1 4 24 432c1d
2 4 24 503623
3 4 24 62422b
4 4 24 744e33
5 4 24 744e33
6 4 24 62422b
7 4 24 fbd591
8 4 24 f1ce8f
1 5 24 513623
2 5 24 fbd591
3 5 24 ffffff
4 5 24 ffffff
5 5 24 ffffff
6 5 24 ffffff
7 5 24 fbd591
8 5 24 fbd591
1 6 24 62422b
2 6 24 fbd591
3 6 24 ffffff
4 6 24 ffffff
5 6 24 ffffff
6 6 24 ffffff
7 6 24 fbd591
8 6 24 fbd591
1 7 24 744e33
2 7 24 fbd591
3 7 24 ffffff
4 7 24 ffffff
5 7 24 ffffff
6 7 24 ffffff
7 7 24 fbd591
8 7 24 f6d291
1 8 24 744e33
2 8 24 fbd591
3 8 24 ffffff
4 8 24 ffffff
5 8 24 ffffff
6 8 24 ffffff
7 8 24 fbd591
8 8 24 fbd591
1 9 24 62422b
2 9 24 fbd591
3 9 24 ffffff
4 9 24 ffffff
5 9 24 ffffff
6 9 24 ffffff
7 9 24 fbd591
8 9 24 fbd591
1 10 24 513623
2 10 24 fbd591
3 10 24 ffffff
4 10 24 ffffff
5 10 24 ffffff
6 10 24 ffffff
7 10 24 fbd591
8 10 24 f1ce8f
1 11 24 432c1d
2 11 24 513623
3 11 24 62422b
4 11 24 744e33
5 11 24 744e33
6 11 24 62422b
7 11 24 ebc888
