# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
2 2 6 ffffff
3 2 6 ffffff
4 2 6 ffffff
5 2 6 ffffff
6 2 6 ffffff
7 2 6 18b827
0 3 6 167b20
1 3 6 ffffff
2 3 6 ffffff
3 3 6 ffffff
4 3 6 ffffff
5 3 6 ffffff
6 3 6 ffffff
7 3 6 167b20
0 4 6 00af12
1 4 6 ffffff
2 4 6 ffffff
3 4 6 ffffff
4 4 6 ffffff
5 4 6 ffffff
6 4 6 ffffff
7 4 6 18b827
0 5 6 8f563b
1 5 6 ffffff
2 5 6 ffffff
3 5 6 ffffff
4 5 6 ffffff
5 5 6 ffffff
6 5 6 ffffff
7 5 6 039913
0 6 6 00af12
1 6 6 ffffff
2 6 6 ffffff
3 6 6 ffffff
4 6 6 ffffff
5 6 6 ffffff
6 6 6 ffffff
7 6 6 7c422b
0 7 6 167b20
1 7 6 039913
2 7 6 039913
3 7 6 00af12
4 7 6 8f563b
5 7 6 167b20
6 7 6 18b827
7 7 6 18b827
0 0 7 00af12
1 0 7 039913
2 0 7 167b20
3 0 7 18b827
4 0 7 18b827
5 0 7 039913
6 0 7 167b20
7 0 7 00af12
0 1 7 039913
1 1 7 039913
2 1 7 00af12
3 1 7 039913
4 1 7 00af12
5 1 7 18b827
6 1 7 00af12
7 1 7 039913
0 2 7 00af12
1 2 7 18b827
2 2 7 00af12
3 2 7 18b827
4 2 7 00af12
5 2 7 18b827
6 2 7 18b827
7 2 7 00af12
0 3 7 039913
1 3 7 00af12
2 3 7 039913
3 3 7 18b827
4 3 7 039913
5 3 7 00af12
6 3 7 039913
7 3 7 039913
0 4 7 18b827
1 4 7 00af12
2 4 7 18b827
3 4 7 00af12
4 4 7 00af12
5 4 7 18b827
6 4 7 00af12
7 4 7 00af12
0 5 7 039913
1 5 7 167b20
2 5 7 18b827
3 5 7 039913
4 5 7 00af12
5 5 7 039913
6 5 7 18b827
7 5 7 039913
0 6 7 18b827
1 6 7 18b827
2 6 7 18b827
3 6 7 18b827
4 6 7 039913
5 6 7 00af12
6 6 7 00af12
7 6 7 00af12
0 7 7 039913
1 7 7 18b827
2 7 7 00af12
3 7 7 18b827
4 7 7 00af12
5 7 7 039913
6 7 7 00af12
7 7 7 039913
