# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
38 2 11 ffffff
39 2 11 ffffff
40 2 11 ffffff
41 2 11 4a2c19
42 2 11 573022
43 2 11 703c32
44 2 11 703c32
45 2 11 4a2c19
32 3 11 703c32
33 3 11 703c32
34 3 11 4a2c19
35 3 11 573022
36 3 11 573022
37 3 11 573022
38 3 11 703c32
39 3 11 4a2c19
40 3 11 4a2c19
41 3 11 573022
42 3 11 703c32
43 3 11 573022
44 3 11 703c32
45 3 11 4a2c19
32 0 12 703c32
33 0 12 703c32
34 0 12 4a2c19
35 0 12 4a2c19
36 0 12 4a2c19
37 0 12 4a2c19
38 0 12 573022
39 0 12 573022
40 0 12 573022
41 0 12 4a2c19
42 0 12 4a2c19
43 0 12 4a2c19
44 0 12 703c32
45 0 12 4a2c19
32 1 12 ffffff
33 1 12 ffffff
34 1 12 ffffff
35 1 12 ffffff
36 1 12 ffffff
37 1 12 ffffff
38 1 12 ffffff
39 1 12 4a2c19
40 1 12 703c32
41 1 12 4a2c19
42 1 12 4a2c19
43 1 12 703c32
44 1 12 703c32
45 1 12 703c32
32 2 12 4a2c19
33 2 12 4a2c19
34 2 12 4a2c19
35 2 12 ffffff
36 2 12 ffffff
37 2 12 ffffff
38 2 12 ffffff
39 2 12 4a2c19
40 2 12 4a2c19
41 2 12 4a2c19
42 2 12 703c32
43 2 12 703c32
44 2 12 4a2c19
45 2 12 4a2c19
32 3 12 4a2c19
33 3 12 703c32
34 3 12 4a2c19
35 3 12 703c32
36 3 12 703c32
37 3 12 703c32
38 3 12 4a2c19
39 3 12 4a2c19
40 3 12 703c32
41 3 12 4a2c19
42 3 12 4a2c19
43 3 12 4a2c19
44 3 12 4a2c19
45 3 12 4a2c19
32 0 13 4a2c19
33 0 13 4a2c19
34 0 13 703c32
35 0 13 4a2c19
36 0 13 573022
37 0 13 573022
38 0 13 573022
39 0 13 573022
40 0 13 4a2c19
41 0 13 4a2c19
32 1 13 4a2c19
33 1 13 703c32
34 1 13 4a2c19
35 1 13 ffffff
36 1 13 573022
37 1 13 573022
38 1 13 4a2c19
39 1 13 4a2c19
40 1 13 4a2c19
41 1 13 4a2c19
32 2 13 703c32
33 2 13 573022
34 2 13 573022
35 2 13 ffffff
36 2 13 573022
37 2 13 573022
38 2 13 4a2c19
39 2 13 4a2c19
40 2 13 703c32
41 2 13 703c32
32 3 13 573022
33 3 13 703c32
34 3 13 703c32
35 3 13 4a2c19
36 3 13 4a2c19
37 3 13 573022
38 3 13 573022
39 3 13 4a2c19
40 3 13 703c32
41 3 13 4a2c19
35 1 14 573022
36 1 14 4a2c19
37 1 14 703c32
38 1 14 4a2c19
35 2 14 4a2c19
36 2 14 4a2c19
37 2 14 703c32
38 2 14 703c32
