# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
1 7 11 7ef8fb
2 7 11 7ef8fb
2 5 12 c9c9c9
0 6 12 5ee3e5
1 6 12 7ef8fb
2 6 12 7ef8fb
3 6 12 e4e4e4
0 7 12 7ef8fb
1 7 12 7ef8fb
2 7 12 5ee3e5
2 5 13 e4e4e4
0 6 13 54cdd0
1 6 13 7ef8fb
2 6 13 7ef8fb
3 6 13 c9c9c9
0 7 13 7ef8fb
1 7 13 7ef8fb
2 7 13 7ef8fb
0 4 14 e4e4e4
1 4 14 e4e4e4
2 4 14 e4e4e4
0 5 14 c9c9c9
1 5 14 e4e4e4
2 5 14 e4e4e4
3 5 14 e4e4e4
0 6 14 7ef8fb
1 6 14 7ef8fb
2 6 14 7ef8fb
3 6 14 e4e4e4
4 6 14 c9c9c9
0 7 14 7ef8fb
1 7 14 7ef8fb
2 7 14 7ef8fb
3 7 14 e4e4e4
4 7 14 e4e4e4
2 5 15 e4e4e4
0 6 15 5ee3e5
1 6 15 7ef8fb
2 6 15 7ef8fb
3 6 15 e4e4e4
0 7 15 7ef8fb
1 7 15 7ef8fb
2 7 15 7ef8fb
2 5 16 e4e4e4
0 6 16 7ef8fb
1 6 16 54cdd0
2 6 16 7ef8fb
3 6 16 e4e4e4
0 7 16 7ef8fb
1 7 16 7ef8fb
2 7 16 88e9eb
2 5 17 c9c9c9
0 6 17 5ee3e5
1 6 17 7ef8fb
2 6 17 7ef8fb
3 6 17 e4e4e4
0 7 17 7ef8fb
1 7 17 7ef8fb
2 7 17 54cdd0
2 5 18 e4e4e4
0 6 18 54cdd0
1 6 18 7ef8fb
2 6 18 7ef8fb
3 6 18 e4e4e4
0 7 18 7ef8fb
1 7 18 7ef8fb
2 7 18 7ef8fb
2 5 19 e4e4e4
0 6 19 7ef8fb
1 6 19 5ee3e5
2 6 19 7ef8fb
3 6 19 c9c9c9
0 7 19 7ef8fb
1 7 19 7ef8fb
2 7 19 7ef8fb
2 5 20 e4e4e4
0 6 20 54cdd0
1 6 20 7ef8fb
2 6 20 7ef8fb
3 6 20 e4e4e4
0 7 20 7ef8fb
1 7 20 7ef8fb
2 7 20 5ee3e5
2 5 21 e4e4e4
0 6 21 5ee3e5
1 6 21 7ef8fb
2 6 21 7ef8fb
3 6 21 e4e4e4
0 7 21 7ef8fb
1 7 21 7ef8fb
2 7 21 54cdd0
2 5 22 c9c9c9
0 6 22 88e9eb
1 6 22 5ee3e5
2 6 22 7ef8fb
3 6 22 e4e4e4
0 7 22 7ef8fb
1 7 22 7ef8fb
2 7 22 7ef8fb
0 4 23 c9c9c9
1 4 23 e4e4e4
2 4 23 c9c9c9
0 5 23 e4e4e4
1 5 23 e4e4e4
2 5 23 e4e4e4
3 5 23 e4e4e4
0 6 23 7ef8fb
1 6 23 7ef8fb
2 6 23 7ef8fb
3 6 23 c9c9c9
4 6 23 e4e4e4
0 7 23 7ef8fb
1 7 23 7ef8fb
2 7 23 7ef8fb
3 7 23 e4e4e4
4 7 23 c9c9c9
0 5 24 e4e4e4
0 6 24 7ef8fb
1 6 24 88e9eb
2 6 24 e4e4e4
0 7 24 7ef8fb
1 7 24 7ef8fb
2 7 24 7ef8fb
0 6 25 e4e4e4
1 7 25 e4e4e4
0 6 26 e4e4e4
0 7 26 54cdd0
1 7 26 e4e4e4
