# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
5 6 0 5f4010
6 6 0 5f4010
7 6 0 5f4010
8 6 0 5f4010
9 6 0 5f4010
10 6 0 5f4010
11 6 0 5f4010
12 6 0 5f4010
13 6 0 5f4010
0 7 0 5f4010
1 7 0 5f4010
2 7 0 5f4010
3 7 0 5f4010
4 7 0 5f4010
5 7 0 5f4010
6 7 0 5f4010
7 7 0 5f4010
8 7 0 5f4010
9 7 0 5f4010
10 7 0 5f4010
11 7 0 5f4010
12 7 0 5f4010
13 7 0 5f4010
0 8 0 5f4010
1 8 0 5f4010
2 8 0 5f4010
3 8 0 5f4010
4 8 0 5f4010
5 8 0 5f4010
6 8 0 5f4010
7 8 0 5f4010
8 8 0 5f4010
9 8 0 5f4010
10 8 0 5f4010
11 8 0 5f4010
12 8 0 5f4010
13 8 0 493118
0 9 0 5f4010
1 9 0 5f4010
2 9 0 5f4010
3 9 0 5f4010
4 9 0 5f4010
5 9 0 5f4010
6 9 0 5f4010
7 9 0 5f4010
8 9 0 5f4010
9 9 0 5f4010
10 9 0 5f4010
11 9 0 5f4010
12 9 0 5f4010
13 9 0 5f4010
0 10 0 5f4010
1 10 0 5f4010
2 10 0 5f4010
5 10 0 5f4010
6 10 0 5f4010
8 10 0 5f4010
9 10 0 5f4010
10 10 0 5f4010
11 10 0 5f4010
12 10 0 5f4010
1 11 0 5f4010
2 11 0 5f4010
5 11 0 5f4010
6 11 0 5f4010
7 11 0 5f4010
8 11 0 5f4010
9 11 0 77531b
10 11 0 77531b
11 11 0 77531b
1 12 0 5f4010
2 12 0 5f4010
3 12 0 5f4010
4 12 0 5f4010
5 12 0 5f4010
6 12 0 493118
7 12 0 5f4010
8 12 0 5f4010
2 13 0 5f4010
3 13 0 5f4010
4 13 0 5f4010
5 13 0 5f4010
6 13 0 493118
7 13 0 5f4010
0 0 1 5f4010
1 0 1 5f4010
2 0 1 5f4010
3 0 1 5f4010
4 0 1 5f4010
5 0 1 5f4010
6 0 1 815407
7 0 1 5f4010
8 0 1 77531b
9 0 1 5f4010
10 0 1 5f4010
11 0 1 5f4010
0 1 1 5f4010
1 1 1 5f4010
2 1 1 5f4010
3 1 1 77531b
4 1 1 5f4010
5 1 1 5f4010
6 1 1 5f4010
8 1 1 5f4010
9 1 1 77531b
10 1 1 5f4010
11 1 1 5f4010
12 1 1 5f4010
0 2 1 5f4010
1 2 1 5f4010
2 2 1 5f4010
3 2 1 5f4010
4 2 1 5f4010
5 2 1 5f4010
6 2 1 5f4010
7 2 1 5f4010
8 2 1 5f4010
9 2 1 5f4010
10 2 1 5f4010
11 2 1 5f4010
12 2 1 5f4010
13 2 1 5f4010
0 3 1 5f4010
1 3 1 815407
2 3 1 5f4010
3 3 1 5f4010
4 3 1 5f4010
5 3 1 5f4010
6 3 1 5f4010
7 3 1 5f4010
8 3 1 5f4010
9 3 1 5f4010
10 3 1 5f4010
11 3 1 5f4010
12 3 1 5f4010
13 3 1 5f4010
0 4 1 5f4010
1 4 1 815407
2 4 1 5f4010
3 4 1 5f4010
4 4 1 5f4010
5 4 1 5f4010
6 4 1 5f4010
7 4 1 5f4010
8 4 1 5f4010
9 4 1 5f4010
10 4 1 77531b
11 4 1 5f4010
12 4 1 5f4010
13 4 1 5f4010
14 4 1 815407
0 5 1 5f4010
1 5 1 5f4010
2 5 1 5f4010
3 5 1 5f4010
4 5 1 5f4010
5 5 1 5f4010
6 5 1 5f4010
7 5 1 5f4010
8 5 1 5f4010
9 5 1 5f4010
10 5 1 5f4010
11 5 1 5f4010
12 5 1 5f4010
13 5 1 5f4010
0 6 1 5f4010
1 6 1 5f4010
2 6 1 5f4010
3 6 1 5f4010
4 6 1 5f4010
5 6 1 5f4010
6 6 1 5f4010
7 6 1 5f4010
8 6 1 5f4010
9 6 1 5f4010
10 6 1 5f4010
11 6 1 5f4010
12 6 1 5f4010
13 6 1 5f4010
0 7 1 5f4010
1 7 1 5f4010
2 7 1 5f4010
3 7 1 5f4010
4 7 1 5f4010
5 7 1 5f4010
6 7 1 5f4010
7 7 1 5f4010
8 7 1 5f4010
9 7 1 5f4010
10 7 1 5f4010
11 7 1 5f4010
12 7 1 5f4010
13 7 1 493118
0 8 1 5f4010
1 8 1 5f4010
2 8 1 5f4010
3 8 1 5f4010
4 8 1 5f4010
5 8 1 5f4010
6 8 1 5f4010
7 8 1 5f4010
8 8 1 5f4010
9 8 1 5f4010
10 8 1 5f4010
11 8 1 5f4010
12 8 1 5f4010
13 8 1 493118
0 9 1 5f4010
1 9 1 5f4010
2 9 1 5f4010
3 9 1 5f4010
4 9 1 5f4010
5 9 1 5f4010
6 9 1 5f4010
7 9 1 5f4010
8 9 1 815407
9 9 1 5f4010
10 9 1 5f4010
11 9 1 5f4010
12 9 1 5f4010
0 10 1 815407
1 10 1 815407
2 10 1 5f4010
4 10 1 5f4010
5 10 1 77531b
6 10 1 5f4010
7 10 1 5f4010
8 10 1 5f4010
9 10 1 5f4010
10 10 1 5f4010
1 11 1 815407
2 11 1 5f4010
3 11 1 5f4010
4 11 1 5f4010
5 11 1 5f4010
6 11 1 5f4010
7 11 1 5f4010
8 11 1 5f4010
9 11 1 77531b
2 12 1 77531b
3 12 1 5f4010
4 12 1 5f4010
5 12 1 493118
6 12 1 493118
7 12 1 5f4010
8 12 1 77531b
3 13 1 77531b
4 13 1 5f4010
5 13 1 493118
1 0 2 5f4010
2 0 2 5f4010
3 0 2 5f4010
4 0 2 77531b
5 0 2 5f4010
6 0 2 815407
7 0 2 815407
8 0 2 5f4010
9 0 2 5f4010
10 0 2 5f4010
11 0 2 5f4010
0 1 2 815407
1 1 2 5f4010
2 1 2 5f4010
3 1 2 77531b
4 1 2 5f4010
5 1 2 5f4010
6 1 2 5f4010
7 1 2 5f4010
8 1 2 5f4010
9 1 2 77531b
10 1 2 5f4010
11 1 2 77531b
0 2 2 815407
1 2 2 5f4010
2 2 2 5f4010
3 2 2 5f4010
4 2 2 5f4010
5 2 2 5f4010
6 2 2 5f4010
7 2 2 5f4010
8 2 2 5f4010
9 2 2 5f4010
10 2 2 5f4010
11 2 2 5f4010
12 2 2 77531b
0 3 2 5f4010
1 3 2 815407
2 3 2 5f4010
3 3 2 5f4010
4 3 2 5f4010
5 3 2 5f4010
6 3 2 5f4010
7 3 2 5f4010
8 3 2 5f4010
9 3 2 5f4010
10 3 2 5f4010
11 3 2 5f4010
12 3 2 5f4010
0 4 2 5f4010
1 4 2 5f4010
2 4 2 5f4010
3 4 2 5f4010
4 4 2 5f4010
5 4 2 5f4010
6 4 2 5f4010
7 4 2 5f4010
8 4 2 5f4010
9 4 2 5f4010
10 4 2 77531b
11 4 2 5f4010
13 4 2 815407
0 5 2 5f4010
1 5 2 5f4010
2 5 2 5f4010
3 5 2 5f4010
4 5 2 5f4010
5 5 2 5f4010
6 5 2 5f4010
7 5 2 5f4010
8 5 2 5f4010
9 5 2 5f4010
10 5 2 5f4010
11 5 2 5f4010
12 5 2 5f4010
0 6 2 5f4010
1 6 2 5f4010
2 6 2 5f4010
3 6 2 5f4010
4 6 2 5f4010
5 6 2 5f4010
6 6 2 5f4010
7 6 2 5f4010
8 6 2 5f4010
9 6 2 5f4010
10 6 2 5f4010
11 6 2 5f4010
12 6 2 5f4010
0 7 2 5f4010
1 7 2 5f4010
2 7 2 5f4010
3 7 2 5f4010
4 7 2 5f4010
5 7 2 5f4010
6 7 2 5f4010
7 7 2 5f4010
8 7 2 5f4010
9 7 2 5f4010
10 7 2 5f4010
11 7 2 5f4010
12 7 2 493118
0 8 2 5f4010
1 8 2 5f4010
2 8 2 5f4010
3 8 2 5f4010
4 8 2 5f4010
5 8 2 5f4010
6 8 2 5f4010
7 8 2 5f4010
8 8 2 5f4010
9 8 2 5f4010
10 8 2 5f4010
11 8 2 5f4010
0 9 2 815407
1 9 2 5f4010
2 9 2 5f4010
3 9 2 5f4010
4 9 2 5f4010
5 9 2 5f4010
6 9 2 5f4010
7 9 2 5f4010
8 9 2 815407
9 9 2 5f4010
10 9 2 5f4010
11 9 2 5f4010
0 10 2 815407
1 10 2 5f4010
2 10 2 5f4010
3 10 2 5f4010
4 10 2 5f4010
5 10 2 77531b
6 10 2 5f4010
7 10 2 5f4010
8 10 2 5f4010
9 10 2 77531b
10 10 2 5f4010
2 11 2 5f4010
3 11 2 5f4010
4 11 2 5f4010
5 11 2 5f4010
6 11 2 5f4010
7 11 2 5f4010
8 11 2 5f4010
2 12 2 77531b
3 12 2 77531b
4 12 2 77531b
5 12 2 5f4010
6 12 2 815407
5 13 2 5f4010
1 0 3 493118
2 0 3 5f4010
3 0 3 5f4010
4 0 3 77531b
5 0 3 77531b
6 0 3 5f4010
7 0 3 5f4010
8 0 3 5f4010
9 0 3 5f4010
10 0 3 5f4010
0 1 3 493118
1 1 3 5f4010
2 1 3 5f4010
3 1 3 5f4010
4 1 3 5f4010
5 1 3 5f4010
6 1 3 5f4010
7 1 3 5f4010
8 1 3 5f4010
9 1 3 77531b
10 1 3 815407
0 2 3 815407
1 2 3 5f4010
2 2 3 5f4010
3 2 3 5f4010
4 2 3 5f4010
5 2 3 5f4010
6 2 3 5f4010
7 2 3 5f4010
8 2 3 5f4010
9 2 3 5f4010
10 2 3 5f4010
11 2 3 77531b
0 3 3 5f4010
1 3 3 815407
2 3 3 5f4010
3 3 3 5f4010
4 3 3 5f4010
5 3 3 5f4010
6 3 3 5f4010
7 3 3 5f4010
8 3 3 5f4010
9 3 3 5f4010
10 3 3 77531b
11 3 3 5f4010
12 3 3 5f4010
0 4 3 5f4010
1 4 3 5f4010
2 4 3 5f4010
3 4 3 5f4010
4 4 3 5f4010
5 4 3 5f4010
6 4 3 5f4010
7 4 3 5f4010
8 4 3 5f4010
9 4 3 5f4010
10 4 3 77531b
11 4 3 5f4010
12 4 3 815407
0 5 3 5f4010
1 5 3 5f4010
2 5 3 5f4010
3 5 3 5f4010
4 5 3 5f4010
5 5 3 5f4010
6 5 3 5f4010
7 5 3 5f4010
8 5 3 5f4010
9 5 3 5f4010
10 5 3 5f4010
11 5 3 5f4010
12 5 3 815407
0 6 3 5f4010
1 6 3 5f4010
2 6 3 5f4010
3 6 3 5f4010
4 6 3 5f4010
5 6 3 5f4010
6 6 3 5f4010
7 6 3 5f4010
8 6 3 5f4010
9 6 3 5f4010
10 6 3 77531b
11 6 3 5f4010
0 7 3 77531b
1 7 3 5f4010
2 7 3 77531b
3 7 3 5f4010
4 7 3 5f4010
5 7 3 5f4010
6 7 3 5f4010
7 7 3 5f4010
8 7 3 5f4010
9 7 3 5f4010
10 7 3 77531b
11 7 3 5f4010
12 7 3 5f4010
1 8 3 5f4010
2 8 3 5f4010
3 8 3 5f4010
4 8 3 5f4010
5 8 3 5f4010
6 8 3 5f4010
7 8 3 5f4010
8 8 3 5f4010
9 8 3 815407
10 8 3 5f4010
1 9 3 815407
2 9 3 5f4010
3 9 3 5f4010
4 9 3 5f4010
5 9 3 5f4010
6 9 3 5f4010
7 9 3 5f4010
8 9 3 815407
9 9 3 5f4010
10 9 3 77531b
1 10 3 5f4010
2 10 3 5f4010
3 10 3 5f4010
4 10 3 5f4010
5 10 3 77531b
6 10 3 5f4010
7 10 3 5f4010
8 10 3 5f4010
9 10 3 77531b
10 10 3 77531b
3 11 3 5f4010
4 11 3 77531b
5 11 3 815407
6 11 3 815407
7 11 3 5f4010
8 11 3 5f4010
5 12 3 815407
3 0 4 5f4010
4 0 4 5f4010
5 0 4 77531b
6 0 4 5f4010
7 0 4 5f4010
8 0 4 77531b
9 0 4 77531b
1 1 4 493118
2 1 4 5f4010
3 1 4 5f4010
4 1 4 5f4010
5 1 4 5f4010
6 1 4 5f4010
7 1 4 5f4010
8 1 4 5f4010
9 1 4 77531b
10 1 4 5f4010
0 2 4 815407
1 2 4 5f4010
2 2 4 5f4010
3 2 4 5f4010
4 2 4 5f4010
5 2 4 5f4010
6 2 4 5f4010
7 2 4 5f4010
8 2 4 5f4010
9 2 4 5f4010
10 2 4 77531b
0 3 4 5f4010
1 3 4 5f4010
2 3 4 5f4010
3 3 4 5f4010
4 3 4 5f4010
5 3 4 5f4010
6 3 4 5f4010
7 3 4 5f4010
8 3 4 5f4010
9 3 4 5f4010
10 3 4 77531b
11 3 4 5f4010
0 4 4 77531b
1 4 4 5f4010
2 4 4 5f4010
3 4 4 5f4010
4 4 4 5f4010
5 4 4 5f4010
6 4 4 5f4010
7 4 4 5f4010
8 4 4 5f4010
9 4 4 5f4010
10 4 4 5f4010
11 4 4 815407
0 5 4 5f4010
1 5 4 5f4010
2 5 4 5f4010
3 5 4 5f4010
4 5 4 5f4010
5 5 4 5f4010
6 5 4 5f4010
7 5 4 5f4010
8 5 4 5f4010
9 5 4 5f4010
10 5 4 5f4010
11 5 4 5f4010
0 6 4 77531b
1 6 4 77531b
2 6 4 5f4010
3 6 4 5f4010
4 6 4 5f4010
5 6 4 5f4010
6 6 4 5f4010
7 6 4 5f4010
8 6 4 5f4010
9 6 4 5f4010
10 6 4 77531b
11 6 4 5f4010
1 7 4 77531b
2 7 4 5f4010
3 7 4 5f4010
4 7 4 5f4010
5 7 4 5f4010
6 7 4 5f4010
7 7 4 5f4010
8 7 4 5f4010
9 7 4 5f4010
10 7 4 77531b
11 7 4 5f4010
1 8 4 77531b
2 8 4 5f4010
3 8 4 5f4010
4 8 4 5f4010
5 8 4 5f4010
6 8 4 5f4010
7 8 4 5f4010
8 8 4 5f4010
9 8 4 815407
10 8 4 77531b
1 9 4 815407
2 9 4 5f4010
3 9 4 5f4010
4 9 4 5f4010
5 9 4 5f4010
6 9 4 5f4010
7 9 4 5f4010
8 9 4 815407
9 9 4 5f4010
2 10 4 5f4010
3 10 4 5f4010
4 10 4 5f4010
5 10 4 493118
6 10 4 493118
7 10 4 5f4010
8 10 4 5f4010
3 11 4 5f4010
4 11 4 815407
5 11 4 77531b
6 11 4 5f4010
5 12 4 815407
4 0 5 5f4010
5 0 5 77531b
6 0 5 5f4010
7 0 5 77531b
8 0 5 77531b
1 1 5 77531b
2 1 5 77531b
3 1 5 5f4010
4 1 5 5f4010
5 1 5 5f4010
6 1 5 5f4010
7 1 5 5f4010
8 1 5 5f4010
9 1 5 5f4010
10 1 5 815407
0 2 5 5f4010
1 2 5 5f4010
2 2 5 77531b
3 2 5 5f4010
4 2 5 5f4010
5 2 5 5f4010
6 2 5 5f4010
7 2 5 5f4010
8 2 5 5f4010
9 2 5 5f4010
10 2 5 77531b
0 3 5 5f4010
1 3 5 77531b
2 3 5 5f4010
3 3 5 5f4010
4 3 5 5f4010
5 3 5 5f4010
6 3 5 5f4010
7 3 5 5f4010
8 3 5 5f4010
9 3 5 5f4010
10 3 5 5f4010
0 4 5 77531b
1 4 5 5f4010
2 4 5 5f4010
3 4 5 5f4010
4 4 5 5f4010
5 4 5 5f4010
6 4 5 5f4010
7 4 5 5f4010
8 4 5 5f4010
9 4 5 5f4010
10 4 5 5f4010
11 4 5 815407
0 5 5 5f4010
1 5 5 5f4010
2 5 5 5f4010
3 5 5 5f4010
4 5 5 5f4010
5 5 5 5f4010
6 5 5 5f4010
7 5 5 5f4010
8 5 5 5f4010
9 5 5 5f4010
10 5 5 77531b
11 5 5 5f4010
0 6 5 5f4010
1 6 5 5f4010
2 6 5 5f4010
3 6 5 5f4010
4 6 5 5f4010
5 6 5 5f4010
6 6 5 5f4010
7 6 5 5f4010
8 6 5 5f4010
9 6 5 5f4010
10 6 5 77531b
11 6 5 5f4010
1 7 5 5f4010
2 7 5 5f4010
3 7 5 5f4010
4 7 5 5f4010
5 7 5 5f4010
6 7 5 5f4010
7 7 5 5f4010
8 7 5 5f4010
9 7 5 5f4010
10 7 5 5f4010
11 7 5 77531b
1 8 5 77531b
2 8 5 5f4010
3 8 5 5f4010
4 8 5 5f4010
5 8 5 5f4010
6 8 5 5f4010
7 8 5 5f4010
8 8 5 5f4010
9 8 5 5f4010
2 9 5 5f4010
3 9 5 815407
4 9 5 5f4010
5 9 5 5f4010
6 9 5 5f4010
7 9 5 5f4010
8 9 5 815407
9 9 5 5f4010
3 10 5 5f4010
4 10 5 5f4010
5 10 5 493118
6 10 5 493118
7 10 5 5f4010
8 10 5 5f4010
5 11 5 493118
6 11 5 77531b
4 0 6 5f4010
5 0 6 493118
6 0 6 5f4010
7 0 6 5f4010
8 0 6 77531b
3 1 6 5f4010
4 1 6 5f4010
5 1 6 5f4010
6 1 6 5f4010
7 1 6 5f4010
8 1 6 5f4010
9 1 6 815407
0 2 6 5f4010
2 2 6 77531b
3 2 6 5f4010
4 2 6 5f4010
5 2 6 5f4010
6 2 6 5f4010
7 2 6 5f4010
8 2 6 5f4010
9 2 6 5f4010
10 2 6 77531b
0 3 6 5f4010
1 3 6 77531b
2 3 6 5f4010
3 3 6 5f4010
4 3 6 5f4010
5 3 6 5f4010
6 3 6 5f4010
7 3 6 5f4010
8 3 6 5f4010
9 3 6 5f4010
10 3 6 5f4010
0 4 6 77531b
1 4 6 5f4010
2 4 6 5f4010
3 4 6 5f4010
4 4 6 5f4010
5 4 6 5f4010
6 4 6 5f4010
7 4 6 5f4010
8 4 6 5f4010
9 4 6 5f4010
10 4 6 5f4010
1 5 6 5f4010
2 5 6 5f4010
3 5 6 5f4010
4 5 6 5f4010
5 5 6 5f4010
6 5 6 5f4010
7 5 6 5f4010
8 5 6 5f4010
9 5 6 5f4010
10 5 6 77531b
0 6 6 5f4010
1 6 6 5f4010
2 6 6 5f4010
3 6 6 5f4010
4 6 6 5f4010
5 6 6 5f4010
6 6 6 5f4010
7 6 6 5f4010
8 6 6 5f4010
9 6 6 5f4010
10 6 6 77531b
1 7 6 5f4010
2 7 6 77531b
3 7 6 5f4010
4 7 6 5f4010
5 7 6 5f4010
6 7 6 5f4010
7 7 6 5f4010
8 7 6 5f4010
9 7 6 5f4010
10 7 6 77531b
1 8 6 77531b
2 8 6 77531b
3 8 6 5f4010
4 8 6 5f4010
5 8 6 5f4010
6 8 6 5f4010
7 8 6 5f4010
8 8 6 5f4010
9 8 6 5f4010
2 9 6 77531b
3 9 6 815407
4 9 6 5f4010
5 9 6 5f4010
6 9 6 5f4010
7 9 6 5f4010
8 9 6 815407
5 10 6 493118
6 10 6 493118
7 10 6 5f4010
6 11 6 493118
4 0 7 5f4010
5 0 7 493118
6 0 7 5f4010
7 0 7 5f4010
8 0 7 77531b
3 1 7 77531b
4 1 7 5f4010
5 1 7 5f4010
6 1 7 5f4010
8 1 7 5f4010
9 1 7 815407
2 2 7 77531b
3 2 7 5f4010
4 2 7 5f4010
5 2 7 5f4010
6 2 7 5f4010
7 2 7 5f4010
8 2 7 5f4010
9 2 7 5f4010
10 2 7 77531b
0 3 7 5f4010
1 3 7 5f4010
2 3 7 5f4010
3 3 7 5f4010
4 3 7 5f4010
5 3 7 5f4010
6 3 7 5f4010
7 3 7 5f4010
8 3 7 5f4010
9 3 7 5f4010
10 3 7 5f4010
1 4 7 5f4010
2 4 7 5f4010
3 4 7 5f4010
4 4 7 5f4010
5 4 7 5f4010
6 4 7 5f4010
7 4 7 5f4010
8 4 7 5f4010
9 4 7 5f4010
10 4 7 5f4010
1 5 7 77531b
2 5 7 5f4010
3 5 7 5f4010
4 5 7 5f4010
5 5 7 5f4010
6 5 7 5f4010
7 5 7 5f4010
8 5 7 5f4010
9 5 7 5f4010
10 5 7 5f4010
1 6 7 77531b
2 6 7 5f4010
3 6 7 5f4010
4 6 7 5f4010
5 6 7 5f4010
6 6 7 5f4010
7 6 7 5f4010
8 6 7 5f4010
9 6 7 5f4010
10 6 7 5f4010
2 7 7 5f4010
3 7 7 5f4010
4 7 7 5f4010
5 7 7 5f4010
6 7 7 5f4010
7 7 7 5f4010
8 7 7 5f4010
9 7 7 5f4010
10 7 7 77531b
1 8 7 5f4010
2 8 7 5f4010
3 8 7 5f4010
4 8 7 5f4010
5 8 7 5f4010
6 8 7 5f4010
7 8 7 5f4010
8 8 7 5f4010
9 8 7 77531b
2 9 7 5f4010
3 9 7 815407
4 9 7 5f4010
5 9 7 5f4010
6 9 7 5f4010
7 9 7 5f4010
8 9 7 815407
5 10 7 493118
6 10 7 493118
4 0 8 5f4010
5 0 8 493118
6 0 8 5f4010
7 0 8 5f4010
8 0 8 77531b
3 1 8 77531b
4 1 8 5f4010
5 1 8 5f4010
6 1 8 5f4010
7 1 8 5f4010
8 1 8 5f4010
9 1 8 5f4010
2 2 8 5f4010
3 2 8 5f4010
4 2 8 5f4010
5 2 8 5f4010
6 2 8 5f4010
7 2 8 5f4010
8 2 8 5f4010
9 2 8 5f4010
10 2 8 5f4010
1 3 8 5f4010
2 3 8 5f4010
3 3 8 5f4010
4 3 8 5f4010
5 3 8 5f4010
6 3 8 5f4010
7 3 8 5f4010
8 3 8 5f4010
9 3 8 5f4010
10 3 8 5f4010
1 4 8 5f4010
2 4 8 5f4010
3 4 8 5f4010
4 4 8 5f4010
5 4 8 5f4010
6 4 8 5f4010
7 4 8 5f4010
8 4 8 5f4010
9 4 8 5f4010
10 4 8 5f4010
1 5 8 77531b
2 5 8 5f4010
3 5 8 5f4010
4 5 8 5f4010
5 5 8 5f4010
6 5 8 5f4010
7 5 8 5f4010
8 5 8 5f4010
9 5 8 5f4010
10 5 8 5f4010
1 6 8 5f4010
2 6 8 5f4010
3 6 8 5f4010
4 6 8 5f4010
5 6 8 5f4010
6 6 8 5f4010
7 6 8 5f4010
8 6 8 5f4010
9 6 8 5f4010
10 6 8 815407
2 7 8 5f4010
3 7 8 5f4010
4 7 8 5f4010
5 7 8 5f4010
6 7 8 5f4010
7 7 8 5f4010
8 7 8 5f4010
9 7 8 5f4010
10 7 8 5f4010
2 8 8 815407
3 8 8 5f4010
4 8 8 5f4010
5 8 8 5f4010
6 8 8 5f4010
7 8 8 5f4010
8 8 8 5f4010
9 8 8 77531b
3 9 8 815407
4 9 8 5f4010
5 9 8 5f4010
6 9 8 5f4010
7 9 8 493118
8 9 8 5f4010
5 10 8 77531b
6 10 8 493118
4 0 9 5f4010
5 0 9 5f4010
6 0 9 5f4010
